customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_total,segment
CUST_2016_00010254,2907,2,118941.75,1,2,2,5,At Risk
CUST_2016_00010255,3292,1,57469.81,1,1,1,3,Lost Customers
CUST_2016_00010256,2668,6,265392.99,1,4,3,8,Loyal Customers
CUST_2016_00010257,2390,4,153764.86,1,3,3,7,Potential Loyalists
CUST_2016_00010258,1145,7,316065.91000000003,3,4,4,11,Champions
CUST_2016_00010259,810,2,354525.19000000006,3,2,4,9,Loyal Customers
CUST_2016_00010260,740,7,658517.22,3,4,4,11,Champions
CUST_2016_00010261,1533,9,241842.9,2,4,3,9,Loyal Customers
CUST_2016_00010262,1320,9,1997261.6,2,4,4,10,Champions
CUST_2016_00010263,2795,8,291532.62,1,4,4,9,Loyal Customers
CUST_2016_00010264,2624,4,117991.41,1,3,2,6,Potential Loyalists
CUST_2016_00010265,1510,6,534858.34,2,4,4,10,Champions
CUST_2016_00010266,2603,5,219832.4,1,4,3,8,Loyal Customers
CUST_2016_00010267,1682,4,110966.82999999999,2,3,2,7,Potential Loyalists
CUST_2016_00010268,1903,4,210696.63,2,3,3,8,Loyal Customers
CUST_2016_00010269,1114,10,221886.54,3,4,3,10,Champions
CUST_2016_00010270,2210,8,813462.69,1,4,4,9,Loyal Customers
CUST_2016_00010271,3457,2,30642.239999999998,1,2,1,4,At Risk
CUST_2016_00010272,3463,5,236886.47,1,4,3,8,Loyal Customers
CUST_2016_00010273,1844,8,900917.1699999999,2,4,4,10,Champions
CUST_2016_00010274,1871,6,426884.69,2,4,4,10,Champions
CUST_2016_00010275,3379,1,9122.68,1,1,1,3,Lost Customers
CUST_2016_00010276,1250,7,91554.86,3,4,2,9,Loyal Customers
CUST_2016_00010277,1130,12,377421.73000000004,3,4,4,11,Champions
CUST_2016_00010278,1913,12,580439.06,2,4,4,10,Champions
CUST_2016_00010279,2995,5,202592.45,1,4,3,8,Loyal Customers
CUST_2016_00010280,2945,5,93022.61,1,4,2,7,Potential Loyalists
CUST_2016_00010281,3475,1,12437.45,1,1,1,3,Lost Customers
CUST_2016_00010282,2217,8,467195.57999999996,1,4,4,9,Loyal Customers
CUST_2016_00010283,2714,7,584951.6,1,4,4,9,Loyal Customers
CUST_2016_00010284,3407,1,23681.81,1,1,1,3,Lost Customers
CUST_2016_00010285,2567,2,91229.51999999999,1,2,2,5,At Risk
CUST_2016_00010286,3008,3,147639.86,1,3,3,7,Potential Loyalists
CUST_2016_00010287,2582,3,278845.33,1,3,3,7,Potential Loyalists
CUST_2016_00010288,3510,1,23059.33,1,1,1,3,Lost Customers
CUST_2016_00010289,1588,5,241982.13999999998,2,4,3,9,Loyal Customers
CUST_2016_00010290,2271,9,619562.12,1,4,4,9,Loyal Customers
CUST_2016_00010291,3294,3,85458.19,1,3,2,6,Potential Loyalists
CUST_2016_00010292,2212,3,249094.16,1,3,3,7,Potential Loyalists
CUST_2016_00010293,3339,1,15468.65,1,1,1,3,Lost Customers
CUST_2016_00010294,1603,12,600043.76,2,4,4,10,Champions
CUST_2016_00010295,797,7,818428.49,3,4,4,11,Champions
CUST_2016_00010296,1409,12,667544.84,2,4,4,10,Champions
CUST_2016_00010297,2259,6,254494.68,1,4,3,8,Loyal Customers
CUST_2016_00010298,2763,12,276805.31,1,4,3,8,Loyal Customers
CUST_2016_00010299,436,11,635138.34,4,4,4,12,Champions
CUST_2016_00010300,2581,6,448352.08999999997,1,4,4,9,Loyal Customers
CUST_2016_00010301,692,11,1558181.96,3,4,4,11,Champions
CUST_2016_00010302,2170,3,55877.58,1,3,1,5,At Risk
CUST_2016_00010303,2931,6,384917.13,1,4,4,9,Loyal Customers
CUST_2016_00010304,1931,7,170729.93,2,4,3,9,Loyal Customers
CUST_2016_00010305,1538,5,221425.83,2,4,3,9,Loyal Customers
CUST_2016_00010306,3329,5,258303.15000000002,1,4,3,8,Loyal Customers
CUST_2016_00010307,2309,7,363932.17,1,4,4,9,Loyal Customers
CUST_2016_00010308,747,13,585943.3,3,4,4,11,Champions
CUST_2016_00010309,3530,1,6992.81,1,1,1,3,Lost Customers
CUST_2016_00010310,3430,1,49008.14,1,1,1,3,Lost Customers
CUST_2016_00010311,3576,1,64412.95,1,1,2,4,At Risk
CUST_2016_00010312,569,6,310443.67,4,4,4,12,Champions
CUST_2016_00010313,2799,4,526383.8,1,3,4,8,Loyal Customers
CUST_2016_00010314,419,10,674102.84,4,4,4,12,Champions
CUST_2016_00010315,388,8,430919.69,4,4,4,12,Champions
CUST_2016_00010316,1545,3,98490.26999999999,2,3,2,7,Potential Loyalists
CUST_2016_00010317,1541,6,394271.01,2,4,4,10,Champions
CUST_2016_00010318,2624,1,90490.24,1,1,2,4,At Risk
CUST_2016_00010319,1638,10,334753.44,2,4,4,10,Champions
CUST_2016_00010320,2622,5,408863.01,1,4,4,9,Loyal Customers
CUST_2016_00010321,2965,1,121734.33,1,1,2,4,At Risk
CUST_2016_00010322,2193,5,281179.82,1,4,4,9,Loyal Customers
CUST_2016_00010323,2135,5,486755.39999999997,1,4,4,9,Loyal Customers
CUST_2016_00010324,2783,4,347492.41000000003,1,3,4,8,Loyal Customers
CUST_2016_00010325,2356,5,316370.06,1,4,4,9,Loyal Customers
CUST_2016_00010326,888,8,424478.37,3,4,4,11,Champions
CUST_2016_00010327,3305,2,43746.02,1,2,1,4,At Risk
CUST_2016_00010328,730,9,778669.5,3,4,4,11,Champions
CUST_2016_00010329,2562,3,206606.32,1,3,3,7,Potential Loyalists
CUST_2016_00010330,3151,4,277473.53,1,3,3,7,Potential Loyalists
CUST_2016_00010331,2935,2,156583.93,1,2,3,6,Potential Loyalists
CUST_2016_00010332,3298,2,236379.76,1,2,3,6,Potential Loyalists
CUST_2016_00010333,2316,8,482388.62,1,4,4,9,Loyal Customers
CUST_2016_00010334,2940,7,223507.4,1,4,3,8,Loyal Customers
CUST_2016_00010335,3486,1,58707.6,1,1,1,3,Lost Customers
CUST_2016_00010336,3569,1,18016.36,1,1,1,3,Lost Customers
CUST_2016_00010337,2379,2,418705.09,1,2,4,7,Potential Loyalists
CUST_2016_00010338,2908,2,311743.51,1,2,4,7,Potential Loyalists
CUST_2016_00010339,2567,5,352939.51,1,4,4,9,Loyal Customers
CUST_2016_00010340,2282,3,121086.33,1,3,2,6,Potential Loyalists
CUST_2016_00010341,3096,2,38703.76,1,2,1,4,At Risk
CUST_2016_00010342,1472,8,467108.72,2,4,4,10,Champions
CUST_2016_00010343,3359,4,585281.05,1,3,4,8,Loyal Customers
CUST_2016_00010344,3470,1,31308.41,1,1,1,3,Lost Customers
CUST_2016_00010345,2947,7,1193913.96,1,4,4,9,Loyal Customers
CUST_2016_00010346,2380,6,555612.32,1,4,4,9,Loyal Customers
CUST_2016_00010347,1432,8,285640.1,2,4,4,10,Champions
CUST_2016_00010348,2994,4,162714.91,1,3,3,7,Potential Loyalists
CUST_2016_00010349,1542,5,588370.31,2,4,4,10,Champions
CUST_2016_00010350,1549,6,457910.27,2,4,4,10,Champions
CUST_2016_00010351,2569,10,662897.39,1,4,4,9,Loyal Customers
CUST_2016_00010352,3461,1,27076.62,1,1,1,3,Lost Customers
CUST_2016_00010353,1535,6,261067.65,2,4,3,9,Loyal Customers
CUST_2016_00010354,3036,3,184520.77,1,3,3,7,Potential Loyalists
CUST_2016_00010355,2930,2,87532.16,1,2,2,5,At Risk
CUST_2016_00010356,1555,3,181630.54,2,3,3,8,Loyal Customers
CUST_2016_00010357,1443,6,468978.5,2,4,4,10,Champions
CUST_2016_00010358,2321,7,887982.7,1,4,4,9,Loyal Customers
CUST_2016_00010359,2944,1,14069.83,1,1,1,3,Lost Customers
CUST_2016_00010360,1749,6,711576.14,2,4,4,10,Champions
CUST_2016_00010361,3050,5,1175043.6099999999,1,4,4,9,Loyal Customers
CUST_2016_00010362,1310,5,698160.3300000001,2,4,4,10,Champions
CUST_2016_00010363,3401,3,416106.8,1,3,4,8,Loyal Customers
CUST_2016_00010364,2631,2,50417.44,1,2,1,4,At Risk
CUST_2016_00010365,2937,1,39957.93,1,1,1,3,Lost Customers
CUST_2016_00010366,1579,8,764104.7000000001,2,4,4,10,Champions
CUST_2016_00010367,1496,6,257481.99,2,4,3,9,Loyal Customers
CUST_2016_00010368,1992,8,437945.75,1,4,4,9,Loyal Customers
CUST_2016_00010369,2624,5,89357.68,1,4,2,7,Potential Loyalists
CUST_2016_00010370,2251,6,368743.07,1,4,4,9,Loyal Customers
CUST_2016_00010371,3079,3,586332.61,1,3,4,8,Loyal Customers
CUST_2016_00010372,2715,3,59577.07,1,3,1,5,At Risk
CUST_2016_00010373,2958,4,58382.7,1,3,1,5,At Risk
CUST_2016_00010374,3473,2,49624.240000000005,1,2,1,4,At Risk
CUST_2016_00010375,1362,6,430897.66000000003,2,4,4,10,Champions
CUST_2016_00010376,2220,5,367406.83999999997,1,4,4,9,Loyal Customers
CUST_2016_00010377,1846,5,214539.12,2,4,3,9,Loyal Customers
CUST_2016_00010378,3115,3,230753.03,1,3,3,7,Potential Loyalists
CUST_2016_00010379,1549,6,391074.05,2,4,4,10,Champions
CUST_2016_00010380,2891,5,207474.72999999998,1,4,3,8,Loyal Customers
CUST_2016_00010381,1966,13,1042263.0700000001,2,4,4,10,Champions
CUST_2016_00010382,521,7,118244.9,4,4,2,10,Champions
CUST_2016_00010383,1505,4,801344.8300000001,2,3,4,9,Loyal Customers
CUST_2016_00010384,2345,7,456958.3,1,4,4,9,Loyal Customers
CUST_2016_00010385,1045,10,1659083.17,3,4,4,11,Champions
CUST_2016_00010386,2984,4,531652.34,1,3,4,8,Loyal Customers
CUST_2016_00010387,2627,6,589972.6799999999,1,4,4,9,Loyal Customers
CUST_2016_00010388,1675,6,185768.52,2,4,3,9,Loyal Customers
CUST_2016_00010389,1460,5,221752.95,2,4,3,9,Loyal Customers
CUST_2016_00010390,1462,4,315477.23,2,3,4,9,Loyal Customers
CUST_2016_00010391,2939,4,696967.98,1,3,4,8,Loyal Customers
CUST_2016_00010392,2330,4,646242.23,1,3,4,8,Loyal Customers
CUST_2016_00010393,3049,3,232482.63,1,3,3,7,Potential Loyalists
CUST_2016_00010394,3228,6,215855.33,1,4,3,8,Loyal Customers
CUST_2016_00010395,3456,5,140892.01,1,4,3,8,Loyal Customers
CUST_2016_00010396,2385,2,181890.51,1,2,3,6,Potential Loyalists
CUST_2016_00010397,1837,5,467602.47000000003,2,4,4,10,Champions
CUST_2016_00010398,2931,8,1301852.76,1,4,4,9,Loyal Customers
CUST_2016_00010399,2826,7,319946.94,1,4,4,9,Loyal Customers
CUST_2016_00010400,3285,5,440502.98000000004,1,4,4,9,Loyal Customers
CUST_2016_00010401,2765,6,320658.27,1,4,4,9,Loyal Customers
CUST_2016_00010402,1415,3,128101.23999999999,2,3,2,7,Potential Loyalists
CUST_2016_00010403,2283,3,101256.39,1,3,2,6,Potential Loyalists
CUST_2016_00010404,2602,2,187007.61,1,2,3,6,Potential Loyalists
CUST_2016_00010405,384,3,131703.77,4,3,2,9,Loyal Customers
CUST_2016_00010406,3020,4,517261.01,1,3,4,8,Loyal Customers
CUST_2016_00010407,1142,9,246910.86,3,4,3,10,Champions
CUST_2016_00010408,3562,1,98182.86,1,1,2,4,At Risk
CUST_2016_00010409,1462,5,455854.42000000004,2,4,4,10,Champions
CUST_2016_00010410,1376,8,505175.83,2,4,4,10,Champions
CUST_2016_00010411,2209,3,188711.55,1,3,3,7,Potential Loyalists
CUST_2016_00010412,2793,1,36375.43,1,1,1,3,Lost Customers
CUST_2016_00010413,3130,1,82831.18,1,1,2,4,At Risk
CUST_2016_00010414,3074,7,586545.5700000001,1,4,4,9,Loyal Customers
CUST_2016_00010415,1631,7,388869.62,2,4,4,10,Champions
CUST_2016_00010416,2986,2,125248.42,1,2,2,5,At Risk
CUST_2016_00010417,2655,2,30381.1,1,2,1,4,At Risk
CUST_2016_00010419,3305,2,39685.04,1,2,1,4,At Risk
CUST_2016_00010420,473,9,1403948.08,4,4,4,12,Champions
CUST_2016_00010421,3445,4,332204.64,1,3,4,8,Loyal Customers
CUST_2016_00010422,2228,5,611186.54,1,4,4,9,Loyal Customers
CUST_2016_00010423,2247,7,232129.95,1,4,3,8,Loyal Customers
CUST_2016_00010424,3452,2,141653.8,1,2,3,6,Potential Loyalists
CUST_2016_00010425,782,13,834335.28,3,4,4,11,Champions
CUST_2016_00010426,3445,2,60321.22,1,2,1,4,At Risk
CUST_2016_00010427,1856,3,248992.32,2,3,3,8,Loyal Customers
CUST_2016_00010428,3011,4,343238.46,1,3,4,8,Loyal Customers
CUST_2016_00010429,1299,4,212659.98,2,3,3,8,Loyal Customers
CUST_2016_00010430,3376,2,33496.32,1,2,1,4,At Risk
CUST_2016_00010431,3322,2,184810.08,1,2,3,6,Potential Loyalists
CUST_2016_00010433,3549,2,110276.29000000001,1,2,2,5,At Risk
CUST_2016_00010435,2248,6,130800.1,1,4,2,7,Potential Loyalists
CUST_2016_00010436,2391,9,233441.88999999998,1,4,3,8,Loyal Customers
CUST_2016_00010437,3326,2,106630.31,1,2,2,5,At Risk
CUST_2016_00010438,3331,1,128209.35,1,1,2,4,At Risk
CUST_2016_00010439,3089,2,91395.58,1,2,2,5,At Risk
CUST_2016_00010440,2268,6,361474.2,1,4,4,9,Loyal Customers
CUST_2016_00010441,834,11,257259.49,3,4,3,10,Champions
CUST_2016_00010442,2042,3,69374.0,1,3,2,6,Potential Loyalists
CUST_2016_00010443,3173,4,835200.3999999999,1,3,4,8,Loyal Customers
CUST_2016_00010444,1956,5,339726.63,2,4,4,10,Champions
CUST_2016_00010445,2751,6,538353.6,1,4,4,9,Loyal Customers
CUST_2016_00010446,3304,3,264604.29,1,3,3,7,Potential Loyalists
CUST_2016_00010447,3485,1,158136.06,1,1,3,5,At Risk
CUST_2016_00010448,3593,1,71663.72,1,1,2,4,At Risk
CUST_2016_00010449,1245,13,939775.22,3,4,4,11,Champions
CUST_2016_00010450,3095,3,69490.01000000001,1,3,2,6,Potential Loyalists
CUST_2016_00010451,2588,2,58122.33,1,2,1,4,At Risk
CUST_2016_00010452,2560,11,260067.31,1,4,3,8,Loyal Customers
CUST_2016_00010453,2619,4,711918.2,1,3,4,8,Loyal Customers
CUST_2016_00010454,3352,1,48199.22,1,1,1,3,Lost Customers
CUST_2016_00010455,2427,10,768260.21,1,4,4,9,Loyal Customers
CUST_2016_00010456,1265,7,513388.98,2,4,4,10,Champions
CUST_2016_00010457,2974,3,238888.24,1,3,3,7,Potential Loyalists
CUST_2016_00010458,3061,2,44952.33,1,2,1,4,At Risk
CUST_2016_00010459,2831,4,268211.9,1,3,3,7,Potential Loyalists
CUST_2016_00010460,2286,6,326441.5,1,4,4,9,Loyal Customers
CUST_2016_00010461,3086,3,132183.51,1,3,2,6,Potential Loyalists
CUST_2016_00010462,3300,3,247760.15,1,3,3,7,Potential Loyalists
CUST_2016_00010463,2066,3,265203.06,1,3,3,7,Potential Loyalists
CUST_2016_00010464,3105,3,103735.74,1,3,2,6,Potential Loyalists
CUST_2016_00010465,1915,5,122806.73,2,4,2,8,Loyal Customers
CUST_2016_00010466,1136,8,400049.81,3,4,4,11,Champions
CUST_2016_00010467,3319,3,224976.1,1,3,3,7,Potential Loyalists
CUST_2016_00010468,2081,7,380682.73,1,4,4,9,Loyal Customers
CUST_2016_00010469,180,15,500098.37,4,4,4,12,Champions
CUST_2016_00010470,1072,7,327031.23,3,4,4,11,Champions
CUST_2016_00010471,1539,5,651937.6599999999,2,4,4,10,Champions
CUST_2016_00010472,3457,4,140685.49000000002,1,3,3,7,Potential Loyalists
CUST_2016_00010473,2989,8,643040.5399999999,1,4,4,9,Loyal Customers
CUST_2016_00010474,2265,8,484365.52,1,4,4,9,Loyal Customers
CUST_2016_00010475,2592,8,1161243.6199999999,1,4,4,9,Loyal Customers
CUST_2016_00010476,2226,13,703844.74,1,4,4,9,Loyal Customers
CUST_2016_00010477,3313,5,370356.15,1,4,4,9,Loyal Customers
CUST_2016_00010478,2608,8,351655.55,1,4,4,9,Loyal Customers
CUST_2016_00010479,2636,8,265122.17,1,4,3,8,Loyal Customers
CUST_2016_00010480,1477,8,1147820.1099999999,2,4,4,10,Champions
CUST_2016_00010481,2088,4,715269.52,1,3,4,8,Loyal Customers
CUST_2016_00010482,2850,6,150064.06,1,4,3,8,Loyal Customers
CUST_2016_00010483,1510,5,583732.98,2,4,4,10,Champions
CUST_2016_00010484,762,7,267412.06,3,4,3,10,Champions
CUST_2016_00010485,1535,7,566670.72,2,4,4,10,Champions
CUST_2016_00010486,1687,3,75799.34,2,3,2,7,Potential Loyalists
CUST_2016_00010487,3300,3,153999.49,1,3,3,7,Potential Loyalists
CUST_2016_00010488,1843,8,627860.92,2,4,4,10,Champions
CUST_2016_00010489,3578,1,36911.63,1,1,1,3,Lost Customers
CUST_2016_00010490,1882,5,238023.34,2,4,3,9,Loyal Customers
CUST_2016_00010491,2300,2,393203.25,1,2,4,7,Potential Loyalists
CUST_2016_00010492,3353,1,120403.59,1,1,2,4,At Risk
CUST_2016_00010493,3014,2,149911.16,1,2,3,6,Potential Loyalists
CUST_2016_00010494,1343,6,329940.32,2,4,4,10,Champions
CUST_2016_00010495,1545,6,190228.99,2,4,3,9,Loyal Customers
CUST_2016_00010496,2529,5,265961.96,1,4,3,8,Loyal Customers
CUST_2016_00010497,2563,7,474372.45,1,4,4,9,Loyal Customers
CUST_2016_00010498,3032,5,75631.14,1,4,2,7,Potential Loyalists
CUST_2016_00010499,1698,7,742743.85,2,4,4,10,Champions
CUST_2016_00010500,3534,2,275154.7,1,2,3,6,Potential Loyalists
CUST_2016_00010501,3009,5,603893.47,1,4,4,9,Loyal Customers
CUST_2016_00010502,396,8,429467.07,4,4,4,12,Champions
CUST_2016_00010503,1588,11,670273.74,2,4,4,10,Champions
CUST_2016_00010504,3012,2,40665.47,1,2,1,4,At Risk
CUST_2016_00010505,2925,8,563232.63,1,4,4,9,Loyal Customers
CUST_2016_00010506,2831,4,179000.18,1,3,3,7,Potential Loyalists
CUST_2016_00010507,2938,5,656290.24,1,4,4,9,Loyal Customers
CUST_2016_00010508,566,9,268275.93,4,4,3,11,Champions
CUST_2016_00010509,2196,7,365033.78,1,4,4,9,Loyal Customers
CUST_2016_00010510,3057,4,238701.61,1,3,3,7,Potential Loyalists
CUST_2016_00010511,3364,3,89365.2,1,3,2,6,Potential Loyalists
CUST_2016_00010512,3332,3,199861.28,1,3,3,7,Potential Loyalists
CUST_2016_00010513,2571,4,86415.4,1,3,2,6,Potential Loyalists
CUST_2016_00010514,2752,5,118282.42,1,4,2,7,Potential Loyalists
CUST_2016_00010515,3155,3,150282.75,1,3,3,7,Potential Loyalists
CUST_2016_00010516,2946,2,172564.16,1,2,3,6,Potential Loyalists
CUST_2016_00010517,2260,9,362943.82,1,4,4,9,Loyal Customers
CUST_2016_00010518,3,10,1185874.55,4,4,4,12,Champions
CUST_2016_00010519,710,9,256235.31,3,4,3,10,Champions
CUST_2016_00010520,2757,4,104586.14,1,3,2,6,Potential Loyalists
CUST_2016_00010521,2668,2,303886.9,1,2,4,7,Potential Loyalists
CUST_2016_00010522,2577,7,316186.88,1,4,4,9,Loyal Customers
CUST_2016_00010523,2583,8,629434.14,1,4,4,9,Loyal Customers
CUST_2016_00010524,2990,3,29870.06,1,3,1,5,At Risk
CUST_2016_00010525,3342,3,159200.2,1,3,3,7,Potential Loyalists
CUST_2016_00010526,1717,7,652956.34,2,4,4,10,Champions
CUST_2016_00010527,359,8,787927.04,4,4,4,12,Champions
CUST_2016_00010529,3532,1,24163.94,1,1,1,3,Lost Customers
CUST_2016_00010530,1515,8,601318.3,2,4,4,10,Champions
CUST_2016_00010531,2094,4,102196.22,1,3,2,6,Potential Loyalists
CUST_2016_00010532,2633,5,158900.52,1,4,3,8,Loyal Customers
CUST_2016_00010533,2631,8,400806.72,1,4,4,9,Loyal Customers
CUST_2016_00010534,991,10,466963.44,3,4,4,11,Champions
CUST_2016_00010535,1860,5,396619.77999999997,2,4,4,10,Champions
CUST_2016_00010536,2344,4,79323.69,1,3,2,6,Potential Loyalists
CUST_2016_00010537,1466,9,1325726.7,2,4,4,10,Champions
CUST_2016_00010538,3482,1,10913.38,1,1,1,3,Lost Customers
CUST_2016_00010539,2601,4,289628.87,1,3,4,8,Loyal Customers
CUST_2016_00010540,3337,2,115655.23,1,2,2,5,At Risk
CUST_2016_00010541,433,11,289236.4,4,4,4,12,Champions
CUST_2016_00010542,2930,4,322785.13,1,3,4,8,Loyal Customers
CUST_2016_00010543,3194,4,422208.04,1,3,4,8,Loyal Customers
CUST_2016_00010544,2352,3,670387.38,1,3,4,8,Loyal Customers
CUST_2016_00010545,3403,1,101282.29,1,1,2,4,At Risk
CUST_2016_00010546,1504,5,1024363.8300000001,2,4,4,10,Champions
CUST_2016_00010547,2633,6,514561.51,1,4,4,9,Loyal Customers
CUST_2016_00010548,811,13,741979.26,3,4,4,11,Champions
CUST_2016_00010549,2676,9,271980.0,1,4,3,8,Loyal Customers
CUST_2016_00010550,2386,5,149910.94999999998,1,4,3,8,Loyal Customers
CUST_2016_00010551,374,17,401932.88999999996,4,4,4,12,Champions
CUST_2016_00010552,2991,3,528806.09,1,3,4,8,Loyal Customers
CUST_2016_00010553,3476,3,179600.17,1,3,3,7,Potential Loyalists
CUST_2016_00010554,2570,8,438834.56,1,4,4,9,Loyal Customers
CUST_2016_00010555,3288,2,219917.35,1,2,3,6,Potential Loyalists
CUST_2016_00010556,1567,6,205862.72,2,4,3,9,Loyal Customers
CUST_2016_00010557,1907,5,187693.13,2,4,3,9,Loyal Customers
CUST_2016_00010558,1484,9,580816.27,2,4,4,10,Champions
CUST_2016_00010559,1501,5,144490.69999999998,2,4,3,9,Loyal Customers
CUST_2016_00010560,2975,4,350599.77,1,3,4,8,Loyal Customers
CUST_2016_00010561,2979,1,17343.03,1,1,1,3,Lost Customers
CUST_2016_00010562,1359,4,525585.06,2,3,4,9,Loyal Customers
CUST_2016_00010564,2953,2,44166.72,1,2,1,4,At Risk
CUST_2016_00010565,735,16,434787.01,3,4,4,11,Champions
CUST_2016_00010566,1953,5,147908.61,2,4,3,9,Loyal Customers
CUST_2016_00010567,1699,5,406481.92,2,4,4,10,Champions
CUST_2016_00010568,1975,2,296748.56,2,2,4,8,Loyal Customers
CUST_2016_00010569,1947,6,619003.75,2,4,4,10,Champions
CUST_2016_00010570,467,9,565072.73,4,4,4,12,Champions
CUST_2016_00010571,2980,3,258190.33000000002,1,3,3,7,Potential Loyalists
CUST_2016_00010572,3370,1,112192.88,1,1,2,4,At Risk
CUST_2016_00010573,1593,9,319527.8,2,4,4,10,Champions
CUST_2016_00010574,3145,3,127631.70999999999,1,3,2,6,Potential Loyalists
CUST_2016_00010575,1465,10,308773.69,2,4,4,10,Champions
CUST_2016_00010576,2924,8,1589365.48,1,4,4,9,Loyal Customers
CUST_2016_00010577,2367,2,201684.81,1,2,3,6,Potential Loyalists
CUST_2016_00010578,2641,5,821568.73,1,4,4,9,Loyal Customers
CUST_2016_00010579,2950,5,330740.29000000004,1,4,4,9,Loyal Customers
CUST_2016_00010580,1139,7,550788.46,3,4,4,11,Champions
CUST_2016_00010581,1483,13,857154.3099999999,2,4,4,10,Champions
CUST_2016_00010582,3341,3,433198.2,1,3,4,8,Loyal Customers
CUST_2016_00010583,3387,1,6737.89,1,1,1,3,Lost Customers
CUST_2016_00010584,739,13,464021.63,3,4,4,11,Champions
CUST_2016_00010585,2395,5,334207.5,1,4,4,9,Loyal Customers
CUST_2016_00010586,2579,4,316173.12,1,3,4,8,Loyal Customers
CUST_2016_00010587,2688,4,296814.78,1,3,4,8,Loyal Customers
CUST_2016_00010588,1274,13,1575148.85,2,4,4,10,Champions
CUST_2016_00010589,3425,1,108139.08,1,1,2,4,At Risk
CUST_2016_00010590,3346,3,57374.24,1,3,1,5,At Risk
CUST_2016_00010591,2309,5,511236.23,1,4,4,9,Loyal Customers
CUST_2016_00010592,2390,11,1314478.26,1,4,4,9,Loyal Customers
CUST_2016_00010593,3120,5,353599.41000000003,1,4,4,9,Loyal Customers
CUST_2016_00010594,2929,5,191253.58,1,4,3,8,Loyal Customers
CUST_2016_00010595,530,8,205162.91,4,4,3,11,Champions
CUST_2016_00010596,3036,2,54052.3,1,2,1,4,At Risk
CUST_2016_00010597,422,19,795853.56,4,4,4,12,Champions
CUST_2016_00010598,3409,2,27918.95,1,2,1,4,At Risk
CUST_2016_00010599,3435,1,140142.84,1,1,3,5,At Risk
CUST_2016_00010600,1906,6,735060.49,2,4,4,10,Champions
CUST_2016_00010601,1970,3,168465.86,2,3,3,8,Loyal Customers
CUST_2016_00010602,3609,2,68424.27,1,2,2,5,At Risk
CUST_2016_00010603,2376,3,198362.91999999998,1,3,3,7,Potential Loyalists
CUST_2016_00010604,2608,4,133604.23,1,3,2,6,Potential Loyalists
CUST_2016_00010605,2970,6,435238.20999999996,1,4,4,9,Loyal Customers
CUST_2016_00010606,3012,5,111129.90000000001,1,4,2,7,Potential Loyalists
CUST_2016_00010607,1468,8,588234.11,2,4,4,10,Champions
CUST_2016_00010608,2966,4,298713.87,1,3,4,8,Loyal Customers
CUST_2016_00010609,276,8,330580.33999999997,4,4,4,12,Champions
CUST_2016_00010610,1841,9,707992.68,2,4,4,10,Champions
CUST_2016_00010611,1487,4,205366.44,2,3,3,8,Loyal Customers
CUST_2016_00010612,2785,5,124843.12,1,4,2,7,Potential Loyalists
CUST_2016_00010613,2208,8,224892.08000000002,1,4,3,8,Loyal Customers
CUST_2016_00010615,1617,5,576078.48,2,4,4,10,Champions
CUST_2016_00010616,1568,6,623934.9400000001,2,4,4,10,Champions
CUST_2016_00010617,2724,4,300036.8,1,3,4,8,Loyal Customers
CUST_2016_00010618,2588,4,304452.39,1,3,4,8,Loyal Customers
CUST_2016_00010619,3505,2,31172.23,1,2,1,4,At Risk
CUST_2016_00010621,2758,3,246424.16999999998,1,3,3,7,Potential Loyalists
CUST_2016_00010622,2956,7,587983.28,1,4,4,9,Loyal Customers
CUST_2016_00010623,2950,1,43636.58,1,1,1,3,Lost Customers
CUST_2016_00010624,1969,2,180790.08,2,2,3,7,Potential Loyalists
CUST_2016_00010625,1930,4,137314.1,2,3,2,7,Potential Loyalists
CUST_2016_00010626,2986,6,412349.81,1,4,4,9,Loyal Customers
CUST_2016_00010627,1532,3,386552.71,2,3,4,9,Loyal Customers
CUST_2016_00010628,2644,3,364901.91,1,3,4,8,Loyal Customers
CUST_2016_00010630,2440,2,158236.07,1,2,3,6,Potential Loyalists
CUST_2016_00010631,3477,1,135857.54,1,1,2,4,At Risk
CUST_2016_00010632,3028,2,547576.04,1,2,4,7,Potential Loyalists
CUST_2016_00010633,1151,7,513980.45999999996,3,4,4,11,Champions
CUST_2016_00010634,1998,7,144588.28,1,4,3,8,Loyal Customers
CUST_2016_00010635,3336,1,111479.14,1,1,2,4,At Risk
CUST_2016_00010636,3002,4,178534.02,1,3,3,7,Potential Loyalists
CUST_2016_00010637,2915,8,285254.98,1,4,4,9,Loyal Customers
CUST_2016_00010638,2693,3,97117.34,1,3,2,6,Potential Loyalists
CUST_2016_00010639,3228,1,80815.14,1,1,2,4,At Risk
CUST_2016_00010640,1894,10,1100304.7,2,4,4,10,Champions
CUST_2016_00010641,2947,4,237746.43,1,3,3,7,Potential Loyalists
CUST_2016_00010642,2957,2,201708.47999999998,1,2,3,6,Potential Loyalists
CUST_2016_00010643,3317,2,217064.13999999998,1,2,3,6,Potential Loyalists
CUST_2016_00010644,2839,2,265720.07,1,2,3,6,Potential Loyalists
CUST_2016_00010645,2458,5,357516.47,1,4,4,9,Loyal Customers
CUST_2016_00010646,766,8,381026.07999999996,3,4,4,11,Champions
